"","VCMYMD","VCMEquityIdentifier","price","invRank","MARKET_VAL","sector"
"343",19911004,"AFAM        ",3.333141,1,22.9859375,"Health Care"
"344",19911011,"AFAM        ",3.333141,1,22.9859375,"Health Care"
"345",19911018,"AFAM        ",4.822417,20,33.25625,"Health Care"
"346",19911025,"AFAM        ",3.9714,3,27.3875,"Health Care"
"347",19911101,"AFAM        ",4.39691,8,30.321875,"Health Care"
"348",19911108,"AFAM        ",4.327693,8,29.84455,"Health Care"
"349",19911115,"AFAM        ",3.9714,4,27.3875,"Health Care"
"350",19911122,"AFAM        ",3.616813,2,24.9421875,"Health Care"
"351",19911129,"AFAM        ",4.680581,26,32.278125,"Health Care"
"352",19911206,"AFAM        ",4.680581,26,32.278125,"Health Care"
"353",19911213,"AFAM        ",4.255074,19,29.34375,"Health Care"
"354",19911220,"AFAM        ",4.113238,16,28.365625,"Health Care"
"355",19911227,"AFAM        ",5.247924,29,36.190625,"Health Care"
"356",19911231,"AFAM        ",5.247924,29,36.190625,"Health Care"
"357",19920103,"AFAM        ",4.538745,20,31.3,"Health Care"
"358",19920110,"AFAM        ",5.247924,27,36.190625,"Health Care"
"359",19920117,"AFAM        ",6.169857,29,42.5484375,"Health Care"
"360",19920124,"AFAM        ",6.098939,29,42.059375,"Health Care"
"361",19920131,"AFAM        ",6.38261,30,44.015625,"Health Care"
"362",19920207,"AFAM        ",5.815268,28,40.103125,"Health Care"
"363",19920214,"AFAM        ",6.169857,29,42.5484375,"Health Care"
"364",19920221,"AFAM        ",6.524446,30,44.99375,"Health Care"
"365",19920228,"AFAM        ",6.38261,29,44.015625,"Health Care"
"366",19920306,"AFAM        ",5.815268,28,40.103125,"Health Care"
"367",19920313,"AFAM        ",6.243044,29,43.05315,"Health Care"
"368",19920320,"AFAM        ",6.38261,29,44.015625,"Health Care"
"369",19920327,"AFAM        ",6.597066,30,45.494552504,"Health Care"
"370",19920403,"AFAM        ",5.746052,26,39.625802504,"Health Care"
"371",19920410,"AFAM        ",5.6757,24,39.14065,"Health Care"
"372",19920416,"AFAM        ",5.38976,15,37.16875,"Health Care"
"373",19920424,"AFAM        ",5.38976,18,37.16875,"Health Care"
"374",19920501,"AFAM        ",5.531596,18,38.146875,"Health Care"
"375",19920508,"AFAM        ",6.169857,28,42.5484375,"Health Care"
